1,-7,-6,-5,-5,-6,-7,1,2,1,-7,-6,-7,1,-6,-5,1,-7,1,2,2,3,2,1,2,-5,-6,-7,1,2,3,4,2,1
4,4,4,2,4,4,4,2,4,4,4,4,8,8,2,2,4,4,4,2,4,4,8,8,2,4,4,4,8,8,8,8,2,2
5,5,4+,2,3,2,1,2,3,5,5,4+,5,4+,5,5,4+,2,5,4,5,5,5,5,4+,5,5,2,2,1,6,5,4,3
4,4,4,2,8,8,4,4,2,4,8,8,4,4,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,4.,8,4.,8,2
3,2,2,1,-7,1,-7-,-6,-5,-4,-5,-7,1,2,2,2,3,2,1,-7,1,2,3,-7,-7,1,1,-7,1,1,-7,3,4,5,1,1,-7,-5
4,4,8,8,2,8,8,8,8,4,2,4,4,4,4,4,4,8,8,2,4,4,4,2,4,4,4,2,4,4,4,8,8,8,8,4,4,2
1,5,2,-5,1,4,3,2,1,-5,-6,-7,1,2,5,1,2,-5,3,2,1,5,5,8,7,6,5,3,4+,5+,6,5,4,5,-5,1
4,4,4,2,4,8,8,4,2,4,4,8,8,4,4,4,4,2,4,4,4,2,4,8,8,4,2,4,4,4,4,8,8,4,4,2
