1,1,5,5,4,5,3,1,3,3,2,2,1,2,-7,-5,2,2,3,2,1,-7,-6,-5,-5,5,5,5,6,4,5,3,1,3,3,2,2,1,2,-7,-5,1,2,3,4,5,4,3,2,1,1
4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,8,8,8,8,4.,8,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,8,8,8,8,4,8,8,2
5,5,5,9,8,9,9,7,8,5,8,8,8,7,7,6,5,6,4+,5,2,5,5,5,5,5,3,4+,2,9,9,8+,9,10,10,9,8,9,8,5,8,8,7,6,4+,7,7,6,5,6,4+,5,2,5,3,7,8,7,8,8,7,5
4,4,8,4,8,4,8,8,4,2,4,4,4,4,8,16,16,8,8,4,2,4,4,4,4,8,8,4,2,4,4,8,8,4,8,16,16,4,4,2,4,8,8,8,8,4,8,16,16,8,8,4,2,8,8,4,8,8,4,4,4,2
3,3,2,3,6,5,5,3,5,5,5,5,5,3,2,2,-7,-7,1,2,-7,1,2,2,1,-7,-7,7,7,7-,6,6,5,5,3,5,3,6,5,4+,2,5,5,3,2,2,-7,1,5,5,4,3,4,5,5,4,3
4,4,4,4,4,4,4,2,4,4,4,4,8,8,4,4,2,8,8,8,8,4,4,4.,16,16,2,4,4,4,4,4,4,4,2,8,8,8,8,8,8,4,8,8,4,4,2,4,4,8,8,8,8,4,8.,16,2
1,8,7,8,8,7,5,8,1,1,2,3,4,5,6,7,5,3,6,4+,2,5,-5,5,6,7,5,8,5,9,2,5,5,12,11,10,9,8+,6,9,8,7,5,8,1,8,8,8,7,5,3,6,4+,2,5,-5,3,6,5,4,3,2,1,6,5,-5,1
4,4,4,4,4,8,8,4,2,8,8,8,8,8,8,8,8,8,8,8,8,4,2,8,8,8,8,4,4,4,4,2,8,4,8,8,8,8,8,8,8,8,8,4,2,4,4,4,8,8,8,8,8,8,4,2,8,8,8,8,8,8,8,8,4,4,2
