1,2,3,4,5,4,3,2,3,3,3,2,3,4,3,2,1,-6,-7,1,1,2,3,4,3,2,3,3,2,2,3,4,5,4,3,2,3,1,2,3,4,3,2,1,-6,-7,1
8,8,4,4,4,4,4,4,2,4,4,8,8,8,8,4,8,8,4,2,4,4,4,4,4,8.,16,4,2,4,4,4,4,4,4,4,2,4,4,4,8,8,4,8,8,4,2
5,8,8,7,6,7,8,7,6,5+,6,5,6,7,8,7,8,5,5,5,6,7,8+,9,2,5,6,2,9,8+,6,5,5,8,7,8+,9,8,7,6,5+,3,4+,5,6,7,6,5,4,8,5,5
4,4,4,4,8,8,8,8,4,2,4,8,8,4,4.,8,4,4,2,8,8,4,4,8,8,8,8,8,4,8,2,4,4,4,8,8,4,8,8,4,2,8,8,8,8,4,4.,16,16,4,4,2
3,4,5,6,1,2,3,4,5,6,3,4,-7,1,2,3,4,5,6,5,4,5,4,3,2,3,3,2,5,6,7-,7-,6,6,5,6,7-,6,5,4,2,1,1,2,3,-6,6,3,4,-7,1,-7,3,2,1,-7,5,4,3,2,3
8,8,4,8,8,8,8,8,8,8,8,4,2,8,8,8,8,4,4.,16,16,8,16,16,4,2,4,4,4,8,8,8,8,16,16,8,8,16,16,2,4,4,8,8,4,4,8,8,4,2,4,4,8,8,4.,8,8,16,16,4,2
1,8,7,6,5,2,6,5,4,3,6,7,8,7,6,5,4,2,3,4,5,1,8,5,12,11,10,9,8,7-,4,5,6,2,7,8,7,6,3,4,5,6,5,4,3,6,5,5+,6,5,4,2,3,4,5,1
4,8,8,4,4,4,8,8,4,2,8,8,4,4,8,8,8,8,8,8,4,2,4,8,8,8,8,4,4,8,8,8,8,2,4,8,8,4,4,8,8,8,8,4,2,4,4,4,8,8,8,8,8,8,4,2
